Date,Closing Price,MonthlyGainOrLoss
1-Dec-62,62.64,0.043304464
1-Nov-62,60.04,0.068897988
1-Oct-62,56.17,-0.031551724
1-Sep-62,58,-0.008885851
1-Aug-62,58.52,0.027207302
1-Jul-62,56.97,0.024087722
1-Jun-62,55.63,-0.116843943
1-May-62,62.99,-0.07435709
1-Apr-62,68.05,-0.031867976
1-Mar-62,70.29,0.000996867
1-Feb-62,70.22,0.016649776
1-Jan-62,69.07,-0.037217731
1-Dec-61,71.74,0.009285312
1-Nov-61,71.08,0.045294118
1-Oct-61,68,0.011002081
1-Sep-61,67.26,-0.007818262
1-Aug-61,67.79,0.035910758
1-Jul-61,65.44,-0.002743066
1-Jun-61,65.62,-0.013233083
1-May-61,66.5,0.010177731
1-Apr-61,65.83,0.026668746
1-Mar-61,64.12,0.03136561
1-Feb-61,62.17,0.041024782
1-Jan-61,59.72,0.051408451
1-Dec-60,56.8,0.023976924
1-Nov-60,55.47,0.032384143
1-Oct-60,53.73,-0.019704433
1-Sep-60,54.81,-0.030083171
1-Aug-60,56.51,0.011998567
1-Jul-60,55.84,-0.024799162
1-Jun-60,57.26,0.036943137
1-May-60,55.22,-0.009151265
1-Apr-60,55.73,0.012904398
1-Mar-60,55.02,-0.013624955
1-Feb-60,55.78,-0.038773048
1-Jan-60,58.03,-0.017439892
1-Dec-59,59.06,0.031976236
1-Nov-59,57.23,0.004035088
1-Oct-59,57,-0.000876424
1-Sep-59,57.05,-0.03956229
1-Aug-59,59.4,-0.005691329
1-Jul-59,59.74,0.039679777
1-Jun-59,57.46,-0.008626639
1-May-59,57.96,0.015061296
1-Apr-59,57.1,0.016737892
1-Mar-59,56.16,0.025378857
1-Feb-59,54.77,-0.015282273
1-Jan-59,55.62,0.039820527
1-Dec-58,53.49,0.018857143
1-Nov-58,52.5,0.030421982
1-Oct-58,50.95,0.040645425
1-Sep-58,48.96,0.026415094
1-Aug-58,47.7,0.037407569
1-Jul-58,45.98,0.027486034
1-Jun-58,44.75,0.02402746
1-May-58,43.7,0.032120926
1-Apr-58,42.34,0.005461886
1-Mar-58,42.11,0.020601066
1-Feb-58,41.26,0.003404669
1-Jan-58,41.12,0.019588396
1-Dec-57,40.33,-0.000495663
1-Nov-57,40.35,-0.021580989
1-Oct-57,41.24,-0.062301046
1-Sep-57,43.98,-0.040575916
1-Aug-57,45.84,-0.055040198
1-Jul-57,48.51,0.020189274
1-Jun-57,47.55,0.016460026
1-May-57,46.78,0.038401776
1-Apr-57,45.05,0.023166023
1-Mar-57,44.03,0.012882448
1-Feb-57,43.47,-0.043143297
1-Jan-57,45.43,-0.021748493
1-Dec-56,46.44,0.01486014
1-Nov-56,45.76,-0.010380623
1-Oct-56,46.24,-0.012809564
1-Sep-56,46.84,-0.034027635
1-Aug-56,48.49,-0.005945059
1-Jul-56,48.78,0.054246812
1-Jun-56,46.27,-0.005801461
1-May-56,46.54,-0.031425598
1-Apr-56,48.05,0.011791956
1-Mar-56,47.49,0.068872384
1-Feb-56,44.43,0.006342016
1-Jan-56,44.15,-0.026890015
1-Dec-55,45.37,0.009343715
1-Nov-55,44.95,0.067442413
1-Oct-55,42.11,-0.050293189
1-Sep-55,44.34,0.045015319
1-Aug-55,42.43,-0.006090419
1-Jul-55,42.69,0.073152338
1-Jun-55,39.78,0.057978723
1-May-55,37.6,-0.004237288
1-Apr-55,37.76,0.034520548
1-Mar-55,36.5,-0.007882577
1-Feb-55,36.79,0.033426966
1-Jan-55,35.6,0.018015442
1-Dec-54,34.97,0.045753589
1-Nov-54,33.44,0.039154755
1-Oct-54,32.18,0.023211447
1-Sep-54,31.45,0.023429873
1-Aug-54,30.73,0.019913707
1-Jul-54,30.13,0.040400552
1-Jun-54,28.96,0.008005569
1-May-54,28.73,0.039811799
1-Apr-54,27.63,0.039894618
1-Mar-54,26.57,0.021137586
1-Feb-54,26.02,0.021995287
1-Jan-54,25.46,0.025372533
1-Dec-53,24.83,0.013469388
1-Nov-53,24.5,0.022110972
1-Oct-53,23.97,0.03008165
1-Sep-53,23.27,-0.045920459
1-Aug-53,24.39,0.004116921
1-Jul-53,24.29,0.014196242
1-Jun-53,23.95,-0.035829308
1-May-53,24.84,0.005261028
1-Apr-53,24.71,-0.049249711
1-Mar-53,25.99,0.005027069
1-Feb-53,25.86,-0.012223071
1-Jan-53,26.18,0.005376344
1-Dec-52,26.04,0.040351578
1-Nov-52,25.03,0.031739489
1-Oct-52,24.26,-0.020984665
1-Sep-52,24.78,-0.015885624
1-Aug-52,25.18,0.003987241
1-Jul-52,25.08,0.028712059
1-Jun-52,24.38,0.027391488
1-May-52,23.73,-0.00042123
1-Apr-52,23.74,-0.002939941
1-Mar-52,23.81,0.002526316
1-Feb-52,23.75,-0.018189334
1-Jan-52,24.19,0.033319094
1-Dec-51,23.41,0.030823426
1-Nov-51,22.71,-0.027825342
1-Oct-51,23.36,-0.005110733
1-Sep-51,23.48,0.025775448
1-Aug-51,22.89,0.04377565
1-Jul-51,21.93,0.017633411
1-Jun-51,21.55,-0.017327861
1-May-51,21.93,0.000456204
1-Apr-51,21.92,0.013407305
1-Mar-51,21.63,-0.016818182
1-Feb-51,22,0.037246582
1-Jan-51,21.21,0.073924051
1-Dec-50,19.75,-0.004034291
1-Nov-50,19.83,-0.002013085
1-Oct-50,19.87,0.041404612
1-Sep-50,19.08,0.035268584
1-Aug-50,18.43,0.060414269
1-Jul-50,17.38,-0.072572038
1-Jun-50,18.74,0.01626898
1-May-50,18.44,0.033632287
1-Apr-50,17.84,0.028242075
1-Mar-50,17.35,0.008134805
1-Feb-50,17.21,0.019549763
1-Jan-50,16.88,0.020556227
1-Dec-49,16.54,0.026691496
1-Nov-49,16.11,0.013845186
1-Oct-49,15.89,0.025823112
1-Sep-49,15.49,0.013080445
1-Aug-49,15.29,0.035907859
1-Jul-49,14.76,0.056549749
1-Jun-49,13.97,-0.054803789
1-May-49,14.78,-0.007387508
1-Apr-49,14.89,-0.001341382
1-Mar-49,14.91,0.009478673
1-Feb-49,14.77,-0.038411458
1-Jan-49,15.36,0.011191573
1-Dec-48,15.19,-0.006540222
1-Nov-48,15.29,-0.05558987
1-Oct-48,16.19,0.027284264
1-Sep-48,15.76,-0.011292346
1-Aug-48,15.94,-0.029232643
1-Jul-48,16.42,-0.023781213
1-Jun-48,16.82,0.041486068
1-May-48,16.15,0.048701299
1-Apr-48,15.4,0.076923077
1-Mar-48,14.3,0.014184397
1-Feb-48,14.1,-0.049224545
1-Jan-48,14.83,-0.01330672
1-Dec-47,15.03,-0.015717092
1-Nov-47,15.27,-0.011650485
1-Oct-47,15.45,0.025896414
1-Sep-47,15.06,-0.025873221
1-Aug-47,15.46,-0.019657578
1-Jul-47,15.77,0.062668464
1-Jun-47,14.84,0.034867503
1-May-47,14.34,-0.017808219
1-Apr-47,14.6,-0.036939314
1-Mar-47,15.16,-0.040506329
1-Feb-47,15.8,0.03879027
1-Jan-47,15.21,0.005287508
1-Dec-46,15.13,0.029952349
1-Nov-46,14.69,-0.004067797
1-Oct-46,14.75,-0.022531478
1-Sep-46,15.09,-0.147457627
1-Aug-46,17.7,-0.019390582
1-Jul-46,18.05,-0.028525296
1-Jun-46,18.58,-0.006417112
1-May-46,18.7,0.002143623
1-Apr-46,18.66,0.064460924
1-Mar-46,17.53,-0.029883785
1-Feb-46,18.07,0.002774695
1-Jan-46,18.02,0.039815349
1-Dec-45,17.33,0.017018779
1-Nov-45,17.04,0.032727273
1-Oct-45,16.5,0.041666667
1-Sep-45,15.84,0.068105192
1-Aug-45,14.83,0.00338295
1-Jul-45,14.78,-0.020543406
1-Jun-45,15.09,0.018218623
1-May-45,14.82,0.037815126
1-Apr-45,14.28,0.025125628
1-Mar-45,13.93,-0.00071736
1-Feb-45,13.94,0.033358043
1-Jan-45,13.49,0.029770992
1-Dec-44,13.1,0.021840874
1-Nov-44,12.82,-0.00697134
1-Oct-44,12.91,0.024603175
1-Sep-44,12.6,-0.016393443
1-Aug-44,12.81,-0.014615385
1-Jul-44,13,0.026045777
1-Jun-44,12.67,0.047107438
1-May-44,12.1,0.017661901
1-Apr-44,11.89,-0.017355372
1-Mar-44,12.1,0.028037383
1-Feb-44,11.77,-0.006751055
1-Jan-44,11.85,0.032229965
1-Dec-43,11.48,0.013239188
1-Nov-43,11.33,-0.046296296
1-Oct-43,11.88,-0.009174312
1-Sep-43,11.99,0.021294719
1-Aug-43,11.74,-0.049392713
1-Jul-43,12.35,0.020661157
1-Jun-43,12.1,0.017661901
1-May-43,11.89,0.039335664
1-Apr-43,11.44,0.033423668
1-Mar-43,11.07,0.03554724
1-Feb-43,10.69,0.059464817
1-Jan-43,10.09,0.05987395
1-Dec-42,9.52,0.005279831
1-Nov-42,9.47,0.016094421
1-Oct-42,9.32,0.073732719
1-Sep-42,8.68,0.010477299
1-Aug-42,8.59,-0.005787037
1-Jul-42,8.64,0.037214886
1-Jun-42,8.33,0.050441362
1-May-42,7.93,0.011479592
1-Apr-42,7.84,-0.041564792
1-Mar-42,8.18,-0.05433526
1-Feb-42,8.65,-0.031354983
1-Jan-42,8.93,0.019406393
1-Dec-41,8.76,-0.065101387
1-Nov-41,9.37,-0.046795524
1-Oct-41,9.83,-0.040039063
1-Sep-41,10.24,0.002938296
1-Aug-41,10.21,-0.004873294
1-Jul-41,10.26,0.051229508
1-Jun-41,9.76,0.034994698
1-May-41,9.43,-0.021784232
1-Apr-41,9.64,-0.031155779
1-Mar-41,9.95,0.006066734
1-Feb-41,9.89,-0.062559242
1-Jan-41,10.55,0.001899335
1-Dec-40,10.53,-0.040983607
1-Nov-40,10.98,0.023299161
1-Oct-40,10.73,0.009407338
1-Sep-40,10.63,0.042156863
1-Aug-40,10.2,0.021021021
1-Jul-40,9.99,0.033092037
1-Jun-40,9.67,-0.086011342
1-May-40,10.58,-0.137734311
1-Apr-40,12.27,0.009876543
1-Mar-40,12.15,-0.005728314
1-Feb-40,12.22,-0.006504065
1-Jan-40,12.3,-0.005658852
1-Dec-39,12.37,-0.023677979
1-Nov-39,12.67,-0.017829457
1-Oct-39,12.9,0.01018011
1-Sep-39,12.77,0.106585789
1-Aug-39,11.54,-0.014517506
1-Jul-39,11.71,0.024496938
1-Jun-39,11.43,0.017809439
1-May-39,11.23,0.036934441
1-Apr-39,10.83,-0.12590799
1-Mar-39,12.39,-0.000806452
1-Feb-39,12.4,-0.008
1-Jan-39,12.5,-0.014972419
1-Dec-38,12.69,-0.029074216
1-Nov-38,13.07,0.000765697
1-Oct-38,13.06,0.111489362
1-Sep-38,11.75,-0.04549147
1-Aug-38,12.31,0.005718954
1-Jul-38,12.24,0.198824682
1-Jun-38,10.21,0.023046092
1-May-38,9.98,0.009100101
1-Apr-38,9.89,-0.040737148
1-Mar-38,10.31,-0.066123188
1-Feb-38,11.04,-0.023872679
1-Jan-38,11.31,0.026315789
1-Dec-37,11.02,-0.016071429
1-Nov-37,11.2,-0.087947883
1-Oct-37,12.28,-0.145441893
1-Sep-37,14.37,-0.141577061
1-Aug-37,16.74,0.010259505
1-Jul-37,16.57,0.059462916
1-Jun-37,15.64,-0.037538462
1-May-37,16.25,-0.0446796
1-Apr-37,17.01,-0.059701493
1-Mar-37,18.09,-0.001104362
1-Feb-37,18.11,0.029562251
1-Jan-37,17.59,0.031066823
1-Dec-36,17.06,-0.017281106
1-Nov-36,17.36,0.027827117
1-Oct-36,16.89,0.052336449
1-Sep-36,16.05,0.011342155
1-Aug-36,15.87,0.019922879
1-Jul-36,15.56,0.059223962
1-Jun-36,14.69,0.042583392
1-May-36,14.09,-0.053091398
1-Apr-36,14.88,0.001345895
1-Mar-36,14.86,0.021305842
1-Feb-36,14.55,0.057412791
1-Jan-36,13.76,0.055214724
1-Dec-35,13.04,0
1-Nov-35,13.04,0.093959732
1-Oct-35,11.92,0.02670112
1-Sep-35,11.61,0.021108179
1-Aug-35,11.37,0.067605634
1-Jul-35,10.65,0.052371542
1-Jun-35,10.12,0.037948718
1-May-35,9.75,0.078539823
1-Apr-35,9.04,0.07491082
1-Mar-35,8.41,-0.063474388
1-Feb-35,8.98,-0.030237581
1-Jan-35,9.26,0
1-Dec-34,9.26,0.006521739
1-Nov-34,9.2,0.027932961
1-Oct-34,8.95,0.007882883
1-Sep-34,8.88,-0.024175824
1-Aug-34,9.1,-0.03907075
1-Jul-34,9.47,-0.047283702
1-Jun-34,9.94,0.013251784
1-May-34,9.81,-0.101648352
1-Apr-34,10.92,0.016759777
1-Mar-34,10.74,-0.051236749
1-Feb-34,11.32,0.074003795
1-Jan-34,10.54,0.057171515
1-Dec-33,9.97,0.019427403
1-Nov-33,9.78,0.02408377
1-Oct-33,9.55,-0.097353497
1-Sep-33,10.58,-0.008434864
1-Aug-33,10.67,-0.049866429
1-Jul-33,11.23,0.080846968
1-Jun-33,10.39,0.171364149
1-May-33,8.87,0.287373004
1-Apr-33,6.89,0.105939005
1-Mar-33,6.23,-0.0032
1-Feb-33,6.25,-0.118476728
1-Jan-33,7.09,0.039589443
1-Dec-32,6.82,-0.032624113
1-Nov-32,7.05,-0.009831461
1-Oct-32,7.12,-0.138014528
1-Sep-32,8.26,0.096945551
1-Aug-32,7.53,0.502994012
1-Jul-32,5.01,0.050314465
1-Jun-32,4.77,-0.13430127
1-May-32,5.51,-0.122611465
1-Apr-32,6.28,-0.239709443
1-Mar-32,8.26,0.0036452
1-Feb-32,8.23,-0.008433735
1-Jan-32,8.3,-0.016587678
1-Dec-31,8.44,-0.187680462
1-Nov-31,10.39,0.013658537
1-Oct-31,10.25,-0.133558749
1-Sep-31,11.83,-0.148920863
1-Aug-31,13.9,-0.030006978
1-Jul-31,14.33,0.033165105
1-Jun-31,13.87,-0.032100488
1-May-31,14.33,-0.096469105
1-Apr-31,15.86,-0.09526526
1-Mar-31,17.53,0.019186047
1-Feb-31,17.2,0.076345432
1-Jan-31,15.98,0.03030303
1-Dec-30,15.51,-0.066787004
1-Nov-30,16.62,-0.072544643
1-Oct-30,17.92,-0.137632339
1-Sep-30,20.78,-0.000481
1-Aug-30,20.79,-0.012820513
1-Jul-30,21.06,-0.021375465
1-Jun-30,21.52,-0.101086048
1-May-30,23.94,-0.059701493
1-Apr-30,25.46,0.063492063
1-Mar-30,23.94,0.037711313
1-Feb-30,23.07,0.062643943
1-Jan-30,21.71,0.014485981
1-Dec-29,21.4,0.039844509
1-Nov-29,20.58,-0.264737406
1-Oct-29,27.99,-0.105750799
1-Sep-29,31.3,0.03986711
1-Aug-29,30.1,0.056882022
1-Jul-29,28.48,0.089101338
1-Jun-29,26.15,0.019095869
1-May-29,25.66,0.015031646
1-Apr-29,25.28,-0.005898545
1-Mar-29,25.43,0.017607043
1-Feb-29,24.99,0.005229284
1-Jan-29,24.86,0.073866091
1-Dec-28,23.15,0.003902862
1-Nov-28,23.06,0.067592593
1-Oct-28,21.6,0.020311762
1-Sep-28,21.17,0.070273003
1-Aug-28,19.78,0.032359081
1-Jul-28,19.16,0.007360673
1-Jun-28,19.02,-0.049
1-May-28,20,0.030927835
1-Apr-28,19.4,0.063013699
1-Mar-28,18.25,0.05369515
1-Feb-28,17.32,-0.011979464
1-Jan-28,17.53,0.004009164
1-Dec-27,17.46,0.023446659
1-Nov-27,17.06,0.022781775
1-Oct-27,16.68,-0.015348288
1-Sep-27,16.94,0.056768559
1-Aug-27,16.03,0.053219448
1-Jul-27,15.22,0.022162525
1-Jun-27,14.89,0.01292517
1-May-27,14.7,0.034482759
1-Apr-27,14.21,0.024513338
1-Mar-27,13.87,0.015373353
1-Feb-27,13.66,0.019402985
1-Jan-27,13.4,-0.006671609
1-Dec-26,13.49,0.022744503
1-Nov-26,13.19,0.013056836
1-Oct-26,13.02,-0.022522523
1-Sep-26,13.32,0.015243902
1-Aug-26,13.12,0.039619651
1-Jul-26,12.62,0.042113955
1-Jun-26,12.11,0.047577855
1-May-26,11.56,0.006968641
1-Apr-26,11.48,-0.027942422
1-Mar-26,11.81,-0.067876875
1-Feb-26,12.67,0.001581028
1-Jan-26,12.65,0.015248796
1-Dec-25,12.46,0.016313214
1-Nov-25,12.26,0.031118587
1-Oct-25,11.89,0.03301477
1-Sep-25,11.51,0.023111111
1-Aug-25,11.25,0.013513514
1-Jul-25,11.1,0.027777778
1-Jun-25,10.8,0.017907634
1-May-25,10.61,0.032101167
1-Apr-25,10.28,-0.010587103
1-Mar-25,10.39,-0.026241799
1-Feb-25,10.67,0.008506616
1-Jan-25,10.58,0.041338583
1-Dec-24,10.16,0.053941909
1-Nov-24,9.64,0.055859803
1-Oct-24,9.13,-0.012972973
1-Sep-24,9.25,-0.009635974
1-Aug-24,9.34,0.034330011
1-Jul-24,9.03,0.046349942
1-Jun-24,8.63,0.018890201
1-May-24,8.47,-0.003529412
1-Apr-24,8.5,-0.022988506
1-Mar-24,8.7,-0.019165727
1-Feb-24,8.87,0.004530011
1-Jan-24,8.83,0.032748538
1-Dec-23,8.55,0.033857316
1-Nov-23,8.27,0.02988792
1-Oct-23,8.03,-0.014723926
1-Sep-23,8.15,0.00617284
1-Aug-23,8.1,0.004962779
1-Jul-23,8.06,-0.033573141
1-Jun-23,8.34,-0.038062284
1-May-23,8.67,-0.047252747
1-Apr-23,9.1,-0.034994698
1-Mar-23,9.43,0.016163793
1-Feb-23,9.28,0.042696629
1-Jan-23,8.9,0.013667426
1-Dec-22,8.78,-0.002272727
1-Nov-22,8.8,-0.049676026
1-Oct-22,9.26,0.022075055
1-Sep-22,9.06,0.026047565
1-Aug-22,8.83,0.03760282
1-Jul-22,8.51,0.007100592
1-Jun-22,8.45,-0.009378664
1-May-22,8.53,0.038976857
1-Apr-22,8.21,0.060723514
1-Mar-22,7.74,0.037533512
1-Feb-22,7.46,0.021917808
1-Jan-22,7.3,-0.001367989
1-Dec-21,7.31,0.035410765
1-Nov-21,7.06,0.053731343
1-Oct-21,6.7,0.013615734
1-Sep-21,6.61,0.024806202
1-Aug-21,6.45,-0.012251149
1-Jul-21,6.53,-0.003053435
1-Jun-21,6.55,-0.08005618
1-May-21,7.12,0.030390738
1-Apr-21,6.91,0.004360465
1-Mar-21,6.88,-0.025495751
1-Feb-21,7.06,-0.007032349
1-Jan-21,7.11,0.044052863
1-Dec-20,6.81,-0.089572193
1-Nov-20,7.48,-0.050761421
1-Oct-20,7.88,0.001270648
1-Sep-20,7.87,0.035526316
1-Aug-20,7.6,-0.039190898
1-Jul-20,7.91,-0.001262626
1-Jun-20,7.92,-0.017369727
1-May-20,8.06,-0.062790698
1-Apr-20,8.6,-0.008073818
1-Mar-20,8.67,0.07037037
1-Feb-20,8.1,-0.082672707
1-Jan-20,8.83,-0.010089686
1-Dec-19,8.92,-0.029379761
1-Nov-19,9.19,-0.029567054
1-Oct-19,9.47,0.051054384
1-Sep-19,9.01,0.01578354
1-Aug-19,8.87,-0.067297581
1-Jul-19,9.51,0.03257329
1-Jun-19,9.21,0.026755853
1-May-19,8.97,0.069129917
1-Apr-19,8.39,0.033251232
1-Mar-19,8.12,0.030456853
1-Feb-19,7.88,0.003821656
1-Jan-19,7.85,-0.006329114
1-Dec-18,7.9,-0.019851117
1-Nov-18,8.06,0.025445293
1-Oct-18,7.86,0.042440318
1-Sep-18,7.54,-0.005277045
1-Aug-18,7.58,0.009320905
1-Jul-18,7.51,0.008053691
1-Jun-18,7.45,0.001344086
1-May-18,7.44,0.031900139
1-Apr-18,7.21,-0.009615385
1-Mar-18,7.28,-0.020188425
1-Feb-18,7.43,0.030513176
1-Jan-18,7.21,0.060294118
1-Dec-17,6.8,-0.034090909
1-Nov-17,7.04,-0.083333333
1-Oct-17,7.68,-0.054187192
1-Sep-17,8.12,-0.048065651
1-Aug-17,8.53,-0.029579067
1-Jul-17,8.79,-0.027654867
1-Jun-17,9.04,0.020316027
1-May-17,8.86,-0.033805889
1-Apr-17,9.17,-0.015037594
1-Mar-17,9.31,0.031007752
1-Feb-17,9.03,-0.056426332
1-Jan-17,9.57,-0.023469388
1-Dec-16,9.8,-0.040156709
1-Nov-16,10.21,0.023046092
1-Oct-16,9.98,0.030991736
1-Sep-16,9.68,0.040860215
1-Aug-16,9.3,0.007583965
1-Jul-16,9.23,-0.013888889
1-Jun-16,9.36,0.009708738
1-May-16,9.27,0.022050717
1-Apr-16,9.07,-0.010905125
1-Mar-16,9.17,-0.00326087
1-Feb-16,9.2,-0.013933548
1-Jan-16,9.33,-0.015822785
1-Dec-15,9.48,0.002114165
1-Nov-15,9.46,0.035010941
1-Oct-15,9.14,0.055427252
1-Sep-15,8.66,0.037125749
1-Aug-15,8.35,0.042446941
1-Jul-15,8.01,-0.003731343
1-Jun-15,8.04,0.011320755
1-May-15,7.95,-0.023341523
1-Apr-15,8.14,0.075297226
1-Mar-15,7.57,0.025745257
1-Feb-15,7.38,-0.013368984
1-Jan-15,7.48,0.017687075
1-Dec-14,7.35,-0.04296875
1-Nov-14,7.68,0
1-Oct-14,7.68,0
1-Sep-14,7.68,0
1-Aug-14,7.68,0
1-Jul-14,7.68,-0.055350554
1-Jun-14,8.13,-0.004895961
1-May-14,8.17,0.006157635
1-Apr-14,8.12,-0.024038462
1-Mar-14,8.32,-0.018867925
1-Feb-14,8.48,0.013142174
1-Jan-14,8.37,0.041044776
1-Dec-13,8.04,-0.001242236
1-Nov-13,8.05,-0.025423729
1-Oct-13,8.26,-0.031652989
1-Sep-13,8.53,0.009467456
1-Aug-13,8.45,0.02673147
1-Jul-13,8.23,0.013546798
1-Jun-13,8.12,-0.050292398
1-May-13,8.55,-0.027303754
1-Apr-13,8.79,-0.001136364
1-Mar-13,8.8,-0.018952062
1-Feb-13,8.97,-0.035483871
1-Jan-13,9.3,-0.008528785
1-Dec-12,9.38,-0.035971223
1-Nov-12,9.73,-0.011178862
1-Oct-12,9.84,-0.002028398
1-Sep-12,9.86,0.00509684
1-Aug-12,9.81,0.022940563
1-Jul-12,9.59,0.001043841
1-Jun-12,9.58,0
1-May-12,9.58,-0.001042753
1-Apr-12,9.59,0.031182796
1-Mar-12,9.3,0.028761062
1-Feb-12,9.04,-0.00877193
1-Jan-12,9.12,0.001097695
1-Dec-11,9.11,0.004410143
1-Nov-11,9.07,0.040137615
1-Oct-11,8.72,0.005767013
1-Sep-11,8.67,-0.054525627
1-Aug-11,9.17,-0.047767394
1-Jul-11,9.63,-0.004136505
1-Jun-11,9.67,0.020042194
1-May-11,9.48,0.021551724
1-Apr-11,9.28,-0.004291845
1-Mar-11,9.32,-0.011664899
1-Feb-11,9.43,0.017259978
1-Jan-11,9.27,0.024309392
1-Dec-10,9.05,-0.02792696
1-Nov-10,9.31,-0.001072961
1-Oct-10,9.32,0.046015713
1-Sep-10,8.91,0.006779661
1-Aug-10,8.85,0.024305556
1-Jul-10,8.64,-0.050549451
1-Jun-10,9.1,-0.048117155
1-May-10,9.56,-0.016460905
1-Apr-10,9.72,-0.024096386
1-Mar-10,9.96,0.024691358
1-Feb-10,9.72,-0.035714286
1-Jan-10,10.08,-0.021359223
1-Dec-09,10.3,0.011787819
1-Nov-09,10.18,-0.004887586
1-Oct-09,10.23,0.003925417
1-Sep-09,10.19,0.000982318
1-Aug-09,10.18,0.024144869
1-Jul-09,9.94,0.014285714
1-Jun-09,9.8,0.017653167
1-May-09,9.63,0.033261803
1-Apr-09,9.32,0.044843049
1-Mar-09,8.92,0.013636364
1-Feb-09,8.8,-0.028697572
1-Jan-09,9.06,0.003322259
1-Dec-08,9.03,0.022650057
1-Nov-08,8.83,0.067714631
1-Oct-08,8.27,0.012239902
1-Sep-08,8.17,-0.010895884
1-Aug-08,8.26,0.042929293
1-Jul-08,7.92,0.036649215
1-Jun-08,7.64,0.001310616
1-May-08,7.63,0.053867403
1-Apr-08,7.24,0.053857351
1-Mar-08,6.87,0.040909091
1-Feb-08,6.6,-0.03649635
1-Jan-08,6.85,0.04261796
1-Dec-07,6.57,0.0512
1-Nov-07,6.25,-0.05873494
1-Oct-07,6.64,-0.108724832
1-Sep-07,7.45,-0.01062417
1-Aug-07,7.53,-0.074938575
1-Jul-07,8.14,0.038265306
1-Jun-07,7.84,-0.032098765
1-May-07,8.1,-0.034564958
1-Apr-07,8.39,0.004790419
1-Mar-07,8.35,-0.098272138
1-Feb-07,9.26,-0.031380753
1-Jan-07,9.56,-0.028455285
1-Dec-06,9.84,-0.009063444
1-Nov-06,9.93,0.020554985
1-Oct-06,9.73,-0.029910269
1-Sep-06,10.03,0.030832477
1-Aug-06,9.73,0.073951435
1-Jul-06,9.06,-0.025806452
1-Jun-06,9.3,0.013071895
1-May-06,9.18,-0.026511135
1-Apr-06,9.43,-0.013598326
1-Mar-06,9.56,-0.024489796
1-Feb-06,9.8,-0.007092199
1-Jan-06,9.87,0.034591195
1-Dec-05,9.54,0.024704619
1-Nov-05,9.31,-0.00534188
1-Oct-05,9.36,0.014084507
1-Sep-05,9.23,0.00326087
1-Aug-05,9.2,0.037204059
1-Jul-05,8.87,0.031395349
1-Jun-05,8.6,0.011764706
1-May-05,8.5,-0.049217002
1-Apr-05,8.94,-0.012154696
1-Mar-05,9.05,0.028409091
1-Feb-05,8.8,0.043890866
1-Jan-05,8.43,0.021818182
1-Dec-04,8.25,0.009791922
1-Nov-04,8.17,0.054193548
1-Oct-04,7.75,0.058743169
1-Sep-04,7.32,0.044222539
1-Aug-04,7.01,0.033923304
1-Jul-04,6.78,0.041474654
1-Jun-04,6.51,0.001538462
1-May-04,6.5,-0.021084337
1-Apr-04,6.64,0.024691358
1-Mar-04,6.48,-0.003076923
1-Feb-04,6.5,-0.026946108
